,Rangking,Title,Artist,Date,Source Site,agency
6838,39,우리 만남이,폴킴,5-30,Genie Music,뉴런뮤직
6839,40,Maniac,Conan Gray,5-30,Genie Music,무소속
6840,41,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,5-30,Genie Music,뉴런뮤직
6841,42,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",악동뮤지션,5-30,Genie Music,YG 엔터테인먼트
6842,43,HIP,마마무,5-30,Genie Music,RBW
6843,44,ON,방탄소년단,5-30,Genie Music,빅히트 엔터테인먼트
6844,45,Lonely Night,권진아,5-30,Genie Music,안테나
6845,46,반만,진민호,5-30,Genie Music,무소속
6846,47,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,5-30,Genie Music,빅히트 엔터테인먼트
6847,48,그때 그 아인,김필,5-30,Genie Music,"스톤뮤직엔터테인먼트, MMO 엔터테인먼트"
6848,49,안녕,폴킴,5-30,Genie Music,뉴런뮤직
6849,50,bad guy,Billie Eilish,5-30,Genie Music,인터스코프 레코드
6850,51,시청 앞 지하철 역에서,곽진언,5-30,Genie Music,뮤직팜
6851,52,Painkiller,Ruel,5-30,Genie Music,무소속
6852,53,Love poem,아이유,5-30,Genie Music,EDAM엔터테인먼트
6853,54,우리 왜 헤어져야 해,신예영,5-30,Genie Music,셀러빗
6854,55,Paris In The Rain,Lauv,5-30,Genie Music,무소속
6855,56,봄 같던 그녀가 춥대 (Feat. 페노메코),MC몽 & 김재환,5-30,Genie Music,밀리언마켓
6856,57,문득,노을,5-30,Genie Music,씨제스엔터테인먼트
6857,58,안부,펀치 (Punch),5-30,Genie Music,냠냠 엔터테인먼트
6858,59,찐이야,영탁,5-30,Genie Music,"뉴에라프로젝트, 밀라그로"
6859,60,이제 나만 믿어요,임영웅,5-30,Genie Music,"뉴에라프로젝트, 물고기컴퍼니"
6860,61,시든 꽃에 물을 주듯,박혜원,5-30,Genie Music,"비오디엔터테인먼트, 엔터테인먼트 뉴오더"
6861,62,Comethru,Jeremy Zucker,5-30,Genie Music,무소속
6862,63,조금 취했어 (Prod. by 2soo),임재현,5-30,Genie Music,정원수엔터테인먼트
6863,64,FIESTA,아이즈원,5-30,Genie Music,오프더레코드엔터테인먼트
6864,65,사랑이란 멜로는 없어,전상근,5-30,Genie Music,셀러빗
6865,66,너를 만나,폴킴,5-30,Genie Music,뉴런뮤직
6866,67,Fadeaway,Jvcki Wai & 쿠기 (Coogie) & 팔로알토 (Paloalto) & The Quiett & 뱃사공,5-30,Genie Music,무소속
6867,68,사랑에 연습이 있었다면 (Prod. by 2soo),임재현,5-30,Genie Music,정원수엔터테인먼트
6868,69,Square (2017),백예린,5-30,Genie Music,블루바이닐
6869,70,넌 언제나,제이레빗 (J Rabbit),5-30,Genie Music,friendz
6870,71,To Die For,Sam Smith,5-30,Genie Music,무소속
6871,72,All Falls Down (Feat. Noah Cyrus & Digital Farm Animals),Alan Walker,5-30,Genie Music,소니뮤직
6872,73,나쁜 놈,벤,5-30,Genie Music,메이저9
6873,74,포장마차,황인욱,5-30,Genie Music,하우엔터테인먼트
6874,75,COUNTIN MY GUAP,창모,5-30,Genie Music,일리네어 레코즈
6875,76,노래방에서,장범준,5-30,Genie Music,버스커 버스커
6876,77,사랑이 식었다고 말해도 돼,먼데이키즈,5-30,Genie Music,먼데이키즈 컴퍼니
6877,78,Senorita,Camila Cabello & Shawn Mendes,5-30,Genie Music,소니뮤직
6878,79,니가 왜 거기서 나와 (Narr. 고은아),영탁,5-30,Genie Music,"뉴에라프로젝트, 밀라그로"
6879,80,LALALILALA,에이프릴,5-30,Genie Music,DSP미디어
6880,81,On My Way,Alan Walker & Sabrina Carpenter & Farruko,5-30,Genie Music,소니뮤직
6881,82,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽,5-30,Genie Music,마크툽컴퍼니 (대표)
6882,83,Birthday,Anne-Marie,5-30,Genie Music,무소속
6883,84,주라주라,둘째이모 김다비,5-30,Genie Music,미디어랩시소
6884,85,주저하는 연인들을 위해,잔나비,5-30,Genie Music,페포니 뮤직
6885,86,Oh my god,(여자)아이들,5-30,Genie Music,무소속
6886,87,사계 (Four Seasons),태연,5-30,Genie Music,SM엔터테인먼트
6887,88,12 : 45 (Stripped),etham,5-30,Genie Music,무소속
6888,89,다시 만날까 봐,V.O.S,5-30,Genie Music,무소속
6889,90,그대만이,장덕철,5-30,Genie Music,리메즈 엔터테인먼트
6890,91,기억해줘요 내 모든 날과 그때를,거미,5-30,Genie Music,씨제스엔터테인먼트
6891,92,여행,볼빨간사춘기,5-30,Genie Music,쇼파르뮤직
6892,93,"다시 난, 여기",백예린,5-30,Genie Music,블루바이닐
6893,94,니 소식,송하예,5-30,Genie Music,무소속
6894,95,넌 내가 보고 싶지 않나 봐,신예영,5-30,Genie Music,셀러빗
6895,96,부재 (Absence),문별,5-30,Genie Music,RBW
6896,97,막걸리 한잔,영탁,5-30,Genie Music,"뉴에라프로젝트, 밀라그로"
6897,98,Way Back Home,숀 (SHAUN),5-30,Genie Music,DCTOM엔터테인먼트
6898,99,그때가 좋았어,케이시 (Kassy),5-30,Genie Music,넥스타엔터테인먼트
6899,100,Stuck With U,Ariana Grande & Justin Bieber,5-30,Genie Music,무소속
6900,1,사랑하게 될 줄 알았어,전미도,5-30,Melon Music,비스터스엔터테인먼트
6901,2,에잇(Prod.&Feat. SUGA of BTS),아이유,5-30,Melon Music,EDAM엔터테인먼트
6902,3,아로하,조정석,5-30,Melon Music,잼엔터테인먼트
6903,4,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기,5-30,Melon Music,쇼파르뮤직
6904,5,살짝 설렜어 (Nonstop),오마이걸,5-30,Melon Music,WM엔터테인먼트
6905,6,좋은 사람 있으면 소개시켜줘,조이,5-30,Melon Music,SM엔터테인먼트
6906,7,화려하지 않은 고백,규현,5-30,Melon Music,SM엔터테인먼트
6907,8,시작,가호 (Gaho),5-30,Melon Music,인넥스트트렌드
6908,9,"너에게 난, 나에게 넌",미도와 파라솔,5-30,Melon Music,무소속
6909,10,처음처럼,엠씨더맥스,5-30,Melon Music,325E&C
6910,11,그대 고운 내사랑,어반자카파,5-30,Melon Music,메이크어스엔터테인먼트
6911,12,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,5-30,Melon Music,버스커 버스커
6912,13,덤더럼(Dumhdurum),에이핑크,5-30,Melon Music,플레이엠엔터테인먼트
6913,14,Candy,백현,5-30,Melon Music,SM엔터테인먼트
6914,15,아무노래,지코 (ZICO),5-30,Melon Music,KQ엔터테인먼트
6915,16,ON,방탄소년단,5-30,Melon Music,빅히트 엔터테인먼트
6916,17,Blueming,아이유,5-30,Melon Music,EDAM엔터테인먼트
6917,18,METEOR,창모,5-30,Melon Music,일리네어 레코즈
6918,19,Dance Monkey,Tones And I,5-30,Melon Music,무소속
6919,20,Dolphin,오마이걸,5-30,Melon Music,WM엔터테인먼트
6920,21,내 눈물 모아,휘인,5-30,Melon Music,RBW
6921,22,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,5-30,Melon Music,빅히트 엔터테인먼트
6922,23,Happy,태연,5-30,Melon Music,SM엔터테인먼트
6923,24,Don't Start Now,Dua Lipa,5-30,Melon Music,무소속
6924,25,그때 그 아인,김필,5-30,Melon Music,"스톤뮤직엔터테인먼트, MMO 엔터테인먼트"
6925,26,돌덩이,하현우 (국카스텐),5-30,Melon Music,인터파크 엔터테인먼트
6926,27,마음을 드려요,아이유,5-30,Melon Music,EDAM엔터테인먼트
6927,28,Memories,Maroon 5,5-30,Melon Music,무소속
6928,29,너를 사랑하고 있어,백현,5-30,Melon Music,SM엔터테인먼트
6929,30,늦은 밤 너의 집 앞 골목길에서,노을,5-30,Melon Music,씨제스엔터테인먼트
6930,31,2002,Anne-Marie,5-30,Melon Music,무소속
6931,32,우리 만남이,폴킴,5-30,Melon Music,뉴런뮤직
6932,33,Psycho,레드벨벳,5-30,Melon Music,SM엔터테인먼트
6933,34,어떻게 지내 (Prod. By VAN.C),오반,5-30,Melon Music,무소속
6934,35,WANNABE,ITZY,5-30,Melon Music,JYP엔터테인먼트
6935,36,반만,진민호,5-30,Melon Music,무소속
6936,37,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽,5-30,Melon Music,마크툽컴퍼니 (대표)
6937,38,Lonely Night,권진아,5-30,Melon Music,안테나
6938,39,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,5-30,Melon Music,뉴런뮤직
6939,40,이제 나만 믿어요,임영웅,5-30,Melon Music,"뉴에라프로젝트, 물고기컴퍼니"
6940,41,Maniac,Conan Gray,5-30,Melon Music,무소속
6941,42,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",악동뮤지션,5-30,Melon Music,YG 엔터테인먼트
6942,43,취했나봐,황인욱,5-30,Melon Music,하우엔터테인먼트
6943,44,00:00 (Zero O’Clock),방탄소년단,5-30,Melon Music,빅히트 엔터테인먼트
6944,45,자나깨나 (Feat. 조이 of Red Velvet),Crush,5-30,Melon Music,피네이션
6945,46,밤이 깊었네 (Drama Ver.),미도와 파라솔,5-30,Melon Music,무소속
6946,47,우리 왜 헤어져야 해,신예영,5-30,Melon Music,셀러빗
6947,48,FIESTA,아이즈원,5-30,Melon Music,오프더레코드엔터테인먼트
6948,49,품,볼빨간사춘기,5-30,Melon Music,쇼파르뮤직
6949,50,Black Swan,방탄소년단,5-30,Melon Music,빅히트 엔터테인먼트
6950,51,안녕,폴킴,5-30,Melon Music,뉴런뮤직
6951,52,Love poem,아이유,5-30,Melon Music,EDAM엔터테인먼트
6952,53,Stay Tonight,청하,5-30,Melon Music,MNH엔터테인먼트
6953,54,HIP,마마무,5-30,Melon Music,RBW
6954,55,친구,방탄소년단,5-30,Melon Music,빅히트 엔터테인먼트
6955,56,Stuck with U,Ariana Grande,5-30,Melon Music,무소속
6956,57,Bungee,백현,5-30,Melon Music,SM엔터테인먼트
6957,58,Paris In The Rain,Lauv,5-30,Melon Music,무소속
6958,59,찐이야,영탁,5-30,Melon Music,"뉴에라프로젝트, 밀라그로"
6959,60,너에게 가는 이 길 위에서 (너.이.길),백현,5-30,Melon Music,SM엔터테인먼트
6960,61,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽,5-30,Melon Music,마크툽컴퍼니 (대표)
6961,62,Filter,방탄소년단,5-30,Melon Music,빅히트 엔터테인먼트
6962,63,살아가는 거야,로이킴,5-30,Melon Music,스톤뮤직엔터테인먼트
6963,64,To Die For,Sam Smith,5-30,Melon Music,무소속
6964,65,Love Again,백현,5-30,Melon Music,SM엔터테인먼트
6965,66,bad guy,Billie Eilish,5-30,Melon Music,인터스코프 레코드
6966,67,어느 60대 노부부이야기,임영웅,5-30,Melon Music,"뉴에라프로젝트, 물고기컴퍼니"
6967,68,Moon,방탄소년단,5-30,Melon Music,빅히트 엔터테인먼트
6968,69,봄날,방탄소년단,5-30,Melon Music,빅히트 엔터테인먼트
6969,70,시차,방탄소년단,5-30,Melon Music,빅히트 엔터테인먼트
6970,71,시청 앞 지하철 역에서,곽진언,5-30,Melon Music,뮤직팜
6971,72,넌 언제나,제이레빗(J Rabbit),5-30,Melon Music,friendz
6972,73,Inner Child,방탄소년단,5-30,Melon Music,빅히트 엔터테인먼트
6973,74,Painkiller,Ruel,5-30,Melon Music,무소속
6974,75,We are Bulletproof : the Eternal,방탄소년단,5-30,Melon Music,빅히트 엔터테인먼트
6975,76,너를 만나,폴킴,5-30,Melon Music,뉴런뮤직
6976,77,"다시 난, 여기",백예린,5-30,Melon Music,블루바이닐
6977,78,조금 취했어 (Prod. 2soo),임재현,5-30,Melon Music,정원수엔터테인먼트
6978,79,시든 꽃에 물을 주듯,박혜원,5-30,Melon Music,"비오디엔터테인먼트, 엔터테인먼트 뉴오더"
6979,80,Obsession,EXO,5-30,Melon Music,SM엔터테인먼트
6980,81,바램,임영웅,5-30,Melon Music,"뉴에라프로젝트, 물고기컴퍼니"
6981,82,사랑이란 멜로는 없어,전상근,5-30,Melon Music,셀러빗
6982,83,Louder than bombs,방탄소년단,5-30,Melon Music,빅히트 엔터테인먼트
6983,84,Underwater,백현,5-30,Melon Music,SM엔터테인먼트
6984,85,Birthday,Anne-Marie,5-30,Melon Music,무소속
6985,86,욱 (UGH!),방탄소년단,5-30,Melon Music,빅히트 엔터테인먼트
6986,87,Poppin',백현,5-30,Melon Music,SM엔터테인먼트
6987,88,영웅 (英雄; Kick It),NCT 127,5-30,Melon Music,SM엔터테인먼트
6988,89,Interlude : Shadow,방탄소년단,5-30,Melon Music,빅히트 엔터테인먼트
6989,90,Square (2017),백예린,5-30,Melon Music,블루바이닐
6990,91,R U Ridin'?,백현,5-30,Melon Music,SM엔터테인먼트
6991,92,"사랑, 하자",수호 (SUHO),5-30,Melon Music,SM엔터테인먼트
6992,93,"Yours (Feat. 이하이, 창모)",Raiden,5-30,Melon Music,SM엔터테인먼트
6993,94,포장마차,황인욱,5-30,Melon Music,하우엔터테인먼트
6994,95,Outro : Ego,방탄소년단,5-30,Melon Music,빅히트 엔터테인먼트
6995,96,Respect,방탄소년단,5-30,Melon Music,빅히트 엔터테인먼트
6996,97,안부,펀치 (Punch),5-30,Melon Music,냠냠 엔터테인먼트
6997,98,Ghost,백현,5-30,Melon Music,SM엔터테인먼트
6998,99,깡,비,5-30,Melon Music,"레인컴퍼니, 써브라임아티스트에이전시"
6999,100,12:45 (Stripped),Etham,5-30,Melon Music,무소속
7000,1,아로하,조정석,5-30,Naver Vibe,잼엔터테인먼트
7001,2,사랑하게 될 줄 알았어,전미도,5-30,Naver Vibe,비스터스엔터테인먼트
7002,3,에잇(Prod.&Feat. SUGA of BTS),아이유,5-30,Naver Vibe,EDAM엔터테인먼트
7003,4,살짝 설렜어 (Nonstop),오마이걸,5-30,Naver Vibe,WM엔터테인먼트
7004,5,좋은 사람 있으면 소개시켜줘,조이,5-30,Naver Vibe,SM엔터테인먼트
7005,6,화려하지 않은 고백,규현,5-30,Naver Vibe,SM엔터테인먼트
7006,7,Dolphin,오마이걸,5-30,Naver Vibe,WM엔터테인먼트
7007,8,나비와 고양이 (Feat. 백현 (BAEKHYUN)),볼빨간사춘기,5-30,Naver Vibe,쇼파르뮤직
7008,9,그대 고운 내사랑,어반자카파,5-30,Naver Vibe,메이크어스엔터테인먼트
7009,10,아무노래,지코 (ZICO),5-30,Naver Vibe,KQ엔터테인먼트
7010,11,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,5-30,Naver Vibe,버스커 버스커
7011,12,Blueming,아이유,5-30,Naver Vibe,EDAM엔터테인먼트
7012,13,Lonely Night,권진아,5-30,Naver Vibe,안테나
7013,14,덤더럼(Dumhdurum),에이핑크,5-30,Naver Vibe,플레이엠엔터테인먼트
7014,15,내 눈물 모아,휘인,5-30,Naver Vibe,RBW
7015,16,시작,가호 (Gaho),5-30,Naver Vibe,인넥스트트렌드
7016,17,WANNABE,ITZY,5-30,Naver Vibe,JYP엔터테인먼트
7017,18,Don't Start Now,Dua Lipa,5-30,Naver Vibe,무소속
7018,19,시청 앞 지하철 역에서,곽진언,5-30,Naver Vibe,뮤직팜
7019,20,Psycho,레드벨벳,5-30,Naver Vibe,SM엔터테인먼트
7020,21,METEOR,창모,5-30,Naver Vibe,일리네어 레코즈
7021,22,Memories,Maroon 5,5-30,Naver Vibe,무소속
7022,23,Happy,태연,5-30,Naver Vibe,SM엔터테인먼트
7023,24,넌 언제나,제이레빗(J Rabbit),5-30,Naver Vibe,friendz
7024,25,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",악동뮤지션,5-30,Naver Vibe,YG 엔터테인먼트
7025,26,처음처럼,엠씨더맥스,5-30,Naver Vibe,325E&C
7026,27,2002,Anne-Marie,5-30,Naver Vibe,무소속
7027,28,돌덩이,하현우 (국카스텐),5-30,Naver Vibe,인터파크 엔터테인먼트
7028,29,FIESTA,아이즈원,5-30,Naver Vibe,오프더레코드엔터테인먼트
7029,30,LALALILALA,에이프릴,5-30,Naver Vibe,DSP미디어
7030,31,늦은 밤 너의 집 앞 골목길에서,노을,5-30,Naver Vibe,씨제스엔터테인먼트
7031,32,밤이 깊었네 (Drama Ver.),미도와 파라솔,5-30,Naver Vibe,무소속
7032,33,ON,방탄소년단,5-30,Naver Vibe,빅히트 엔터테인먼트
7033,34,Paris In The Rain,Lauv,5-30,Naver Vibe,무소속
7034,35,Love poem,아이유,5-30,Naver Vibe,EDAM엔터테인먼트
7035,36,자나깨나 (Feat. 조이 of Red Velvet),Crush,5-30,Naver Vibe,피네이션
7036,37,Punch,NCT 127,5-30,Naver Vibe,SM엔터테인먼트
7037,38,Dance Monkey,Tones And I,5-30,Naver Vibe,무소속
7038,39,영웅 (英雄; Kick It),NCT 127,5-30,Naver Vibe,SM엔터테인먼트
7039,40,마음을 드려요,아이유,5-30,Naver Vibe,EDAM엔터테인먼트
7040,41,Candy,백현,5-30,Naver Vibe,SM엔터테인먼트
7041,42,HIP,마마무,5-30,Naver Vibe,RBW
7042,43,Stay Tonight,청하,5-30,Naver Vibe,MNH엔터테인먼트
7043,44,그때 그 아인,김필,5-30,Naver Vibe,"스톤뮤직엔터테인먼트, MMO 엔터테인먼트"
7044,45,"너에게 난, 나에게 넌",미도와 파라솔,5-30,Naver Vibe,무소속
7045,46,Square (2017),백예린,5-30,Naver Vibe,블루바이닐
7046,47,너를 만나,폴킴,5-30,Naver Vibe,뉴런뮤직
7047,48,To Die For,Sam Smith,5-30,Naver Vibe,무소속
7048,49,Rain On Me,Lady Gaga,5-30,Naver Vibe,무소속
7049,50,bad guy,Billie Eilish,5-30,Naver Vibe,인터스코프 레코드
7050,51,바람이 부네요,이소라,5-30,Naver Vibe,무소속
7051,52,품,볼빨간사춘기,5-30,Naver Vibe,쇼파르뮤직
7052,53,사계 (Four Seasons),태연,5-30,Naver Vibe,SM엔터테인먼트
7053,54,Birthday,Anne-Marie,5-30,Naver Vibe,무소속
7054,55,Stuck with U,Ariana Grande,5-30,Naver Vibe,무소속
7055,56,Juice,Lizzo,5-30,Naver Vibe,무소속
7056,57,밤편지,아이유,5-30,Naver Vibe,EDAM엔터테인먼트
7057,58,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,5-30,Naver Vibe,뉴런뮤직
7058,59,Oh my god,(여자)아이들,5-30,Naver Vibe,무소속
7059,60,오늘도 빛나는 너에게 (To You My Light) (Feat. 이라온),마크툽,5-30,Naver Vibe,마크툽컴퍼니 (대표)
7060,61,시든 꽃에 물을 주듯,박혜원,5-30,Naver Vibe,"비오디엔터테인먼트, 엔터테인먼트 뉴오더"
7061,62,NonStop,NCT 127,5-30,Naver Vibe,SM엔터테인먼트
7062,63,Say So,Doja Cat,5-30,Naver Vibe,RCA
7063,64,캐논 (Canon) (Drama Ver.),미도와 파라솔,5-30,Naver Vibe,무소속
7064,65,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,5-30,Naver Vibe,빅히트 엔터테인먼트
7065,66,Ridin',NCT DREAM,5-30,Naver Vibe,SM엔터테인먼트
7066,67,사랑이란 멜로는 없어,전상근,5-30,Naver Vibe,셀러빗
7067,68,찐이야,영탁,5-30,Naver Vibe,"뉴에라프로젝트, 밀라그로"
7068,69,어떻게 지내 (Prod. By VAN.C),오반,5-30,Naver Vibe,무소속
7069,70,Take Yourself Home,Troye Sivan,5-30,Naver Vibe,EMI Music Austrailia
7070,71,주저하는 연인들을 위해,잔나비,5-30,Naver Vibe,페포니 뮤직
7071,72,너의 하루 (Make Your Day),NCT 127,5-30,Naver Vibe,SM엔터테인먼트
7072,73,Feel Special,TWICE,5-30,Naver Vibe,JYP엔터테인먼트
7073,74,사랑하게 될 줄 알았어,신효범,5-30,Naver Vibe,무소속
7074,75,이제 나만 믿어요,임영웅,5-30,Naver Vibe,"뉴에라프로젝트, 물고기컴퍼니"
7075,76,I'm in Trouble,뉴이스트,5-30,Naver Vibe,플레디스
7076,77,Señorita,Shawn Mendes,5-30,Naver Vibe,무소속
7077,78,안녕,폴킴,5-30,Naver Vibe,뉴런뮤직
7078,79,나의 오랜 연인에게,다비치,5-30,Naver Vibe,스톤뮤직엔터테인먼트
7079,80,시간의 바깥,아이유,5-30,Naver Vibe,EDAM엔터테인먼트
7080,81,우리 만남이,폴킴,5-30,Naver Vibe,뉴런뮤직
7081,82,17,Pink Sweat$,5-30,Naver Vibe,무소속
7082,83,Bungee,백현,5-30,Naver Vibe,SM엔터테인먼트
7083,84,너에게 못했던 내 마지막 말은,다비치,5-30,Naver Vibe,스톤뮤직엔터테인먼트
7084,85,Zombie,데이식스,5-30,Naver Vibe,JYP엔터테인먼트
7085,86,조금 취했어 (Prod. 2soo),임재현,5-30,Naver Vibe,정원수엔터테인먼트
7086,87,포장마차,황인욱,5-30,Naver Vibe,하우엔터테인먼트
7087,88,봄날,방탄소년단,5-30,Naver Vibe,빅히트 엔터테인먼트
